_unit_id;_canary;_unit_state;_trusted_judgments;_last_judgment_at;what_emotion_does_the_author_express_specifically_about_the_weather;what_emotion_does_the_author_express_specifically_about_the_weather:confidence;gold_answer;tweet_id;tweet_text
314960942;;finalized;20;8/24/13 1:10;Tweet not related to weather condition;0.5382;;81993820; Greeting! I love Snow Patrol, so this is right up my street. Hear them here:
314960943;;finalized;20;8/24/13 0:44;Negative;0.5835;;82837658;  Im so cold and shaking now :( Omg 6 minuites x Im freaking out
314960944;;finalized;20;8/24/13 0:12;Tweet not related to weather condition;0.6037;;82510059; how bout chasing the money till it's sunny w/ no sleep.  money stretch long.. Wall street.
314960945;;finalized;20;8/24/13 1:01;Negative;0.962;;84320081;This weather is depressing.
314960946;;finalized;20;8/24/13 0:55;Positive;0.7735;;84051273;Sundress weather is the best weather.
314960947;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.3889;;84321540;this must be the end.  the weather channel has gone into commercial-free mode.
314960948;;finalized;20;8/24/13 0:40;Neutral / author is just sharing information;0.7327;;84311956;Now's the time to sign up for ABC 17 severe weather texts:  Follow  & Facebook: 
314960949;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.8163;;80050645;San Antonio, Texas Weather :: 77F OVERCAST from San Antonio, Texas Weather 
314960950;;finalized;20;8/24/13 0:13;Tweet not related to weather condition;0.5295;;81170369; i knew it im like the sunshine to your morning the pencil to your paper the eyelid to your eye
314960951;;finalized;20;8/24/13 0:37;Neutral / author is just sharing information;0.8569;;79193796;#WEATHER: 6:51 pm E: 62.0F. Feels 60F. 29.94% Humidity. 12.7MPH South Wind.
314960952;;finalized;20;8/24/13 0:42;Negative;0.5985;;81215474;Dateline: Elkhart Lake, WI - It's cloudy, chilly, rain in the forecast - perfect for manic depression. For testing a race car, not so much.
314960953;;finalized;20;8/24/13 1:10;Tweet not related to weather condition;0.7654;;82673777;"so my moms going out tonight ^_^ ...with her ""hot date"" lmao"
314960954;;finalized;20;8/24/13 0:42;Positive;0.6974;;84033733;Heading outside for a run. Enjoying this weather as much as I can before the rain inevitably returns.
314960955;;finalized;20;8/24/13 1:19;Neutral / author is just sharing information;0.649;;81176504;Video weather update, including Tornado Watch details: 
314960956;;finalized;20;8/24/13 0:46;Positive;0.866;;80053749;So nice to be able to wear a skirt and walk outside in the sunshine without feeling cold! I love the sun. #summer
314960957;;finalized;20;8/24/13 0:34;I can't tell;0.5376;;81173394;Mann da weather ppl nva kno wat dey talkin bout..
314960958;;finalized;20;8/24/13 0:44;Tweet not related to weather condition;0.4995;;84311584;The only thing I can do is move foward and focus on the future. As hard as it may seem it can only get better. The storm can't last forever
314960959;;finalized;20;8/24/13 0:26;Positive;1;;81214894;Planting strawberries  and enjoying the sunshine!
314960960;;finalized;20;8/24/13 0:33;Positive;0.9417;;84313769;Loving this weather (:
314960961;;finalized;20;8/24/13 0:37;Negative;0.583;;84320238;I hope it won't be too hot in the morning! Jacksonville weather be on hell+2 degrees!
314960962;;finalized;20;8/24/13 0:47;Negative;0.7371;;81993136;I could seriously listen to  all day long. p.s. this storm is bad! i'm scared
314960963;;finalized;20;8/24/13 0:52;Positive;0.6324;;79195142;G'morning, Sunshine: 60s and partly sunny? OK!
314960964;;finalized;20;8/24/13 0:43;Negative;0.4822;;80059045;why is just windy by my post is it because all of the trees and buildings!
314960965;;finalized;20;8/24/13 0:50;Negative;0.5221;;82517296;Insaneeee weather over here!!!!
314960966;;finalized;20;8/24/13 0:31;Positive;0.4461;;84034550;If you are in Winston... I say we plan a pool party since it is hot as hell outside
314960967;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.7133;;81170491;#tropicalstorm, #philippines: 1200Z 9 May 11 #JTWC ATCF Track, Tropical Storm 03W (Aere).  #aere #bebeng #03w
314960968;;finalized;20;8/24/13 0:50;Positive;0.7287;;84030164; good morning Viv how are you this beautiful sunny morning
314960969;;finalized;20;8/24/13 0:17;Negative;0.6487;;81991227;It's so hot that I have found out (the hard way) that my seat belt buckle could be used as a branding iron #teamfollowback
314960970;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.76;;84319495; TORNADO WARNING N central TX TORNADO NEAR SAGINAW...MOVING EAST SOUTHEAST AT 40 MPH.  SOFTBALL SIZED HAIL
" ...""";;;;;;;;;
314960971;;finalized;20;8/24/13 0:18;Positive;0.3514;;84320461;  Something else to bear in mind for #muchado - pray for good weather!
314960972;;finalized;20;8/24/13 0:39;Positive;0.865;;81996695;Loving thia storm!
314960973;;finalized;20;8/24/13 0:33;Positive;0.4423;;84049369;I love the window seats at #lakelyn  when a storm is rolling in.
314960974;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.7295;;82680870;"whoevr is patricia/patrice clark or harris=tricia_12.com means ""TRY""CIA_12.com=(202)583-2330 sound like sunny hostin &sucks!"
314960975;;finalized;20;8/24/13 0:10;Negative;0.6747;;80055921; Thanks, I hope the same for you too. I'd be more inclined to go outside if it wasn't this hot already...
314960976;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.7998;;83272067; Hullo!  Looking for the next Snow Patrol? I recommend this. Listen: 
314960977;;finalized;20;8/24/13 0:28;Neutral / author is just sharing information;0.9026;;82852342;Fire Weather Watch issued May 18 at 5:52AM CDT expiring May 19 at 9:00PM CDT by NWS Midland-Odessa ... 
314960978;;finalized;20;8/24/13 0:16;Neutral / author is just sharing information;0.7584;;79197563;#WEATHER: 11:54 am : 67.0F. Feels F. 29.95% Humidity. 11.5MPH South Wind.
314960979;;finalized;20;8/24/13 0:29;Positive;0.5734;;82851186;Thanks for all the awesome birthday wishes! I think I might fine a sunny spot and curl up like a cat!
314960980;;finalized;20;8/24/13 0:36;Neutral / author is just sharing information;0.7622;;84049696;SPC Severe Thunderstorm Watch 321 Status Reports: WW 0321 Status Reports
      ;;;;;;;;;
;;;;;;;;;
"STATUS FOR WATCH 0321 HAS NO... """;;;;;;;;;
314960981;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.9252;;82513470;#WEATHER:  6:51 pm : 74.0F. Feels F. 29.88% Humidity. 0.0MPH North Wind.
314960982;;finalized;20;8/24/13 0:36;Negative;0.8671;;81178016;Been lazying ALL DAY. Exams in 2 days. BUT I CAN'T STUDY IN THIS WEATHER.
314960983;;finalized;20;8/24/13 0:53;Tweet not related to weather condition;0.4686;;81177151;,  and  team up with  and for storm victims  via 
314960984;;finalized;20;8/24/13 0:52;Negative;0.418;;79197068;" Heard you're filming in LA. I studied at LSU few years ago. Still remember the weather it's like ""public sauna."" Stay cool:)"
314960985;;finalized;20;8/24/13 0:44;Positive;0.7423;;82850069; Life is so much more manageable when the weather is nice.
314960986;;finalized;20;8/24/13 0:53;Negative;0.5928;;84047934;Have to say though I think I have wind burn!  Wow it was windy! However tent,  windbreak, ME AND ER and guests survived!
314960987;;finalized;20;8/24/13 0:32;Neutral / author is just sharing information;0.7212;;84030639;"Sweden Climate, Temperatures &amp; Weather Info | It&#39;s a Stormy Life "
314960988;;finalized;20;8/24/13 0:44;Positive;0.4977;;82838269;Here and Now: Snow on treetops: What could be better?
314960989;;finalized;20;8/24/13 0:11;Tweet not related to weather condition;0.452;;80057405;Bikini Weather Pictures - New Picture -   #Bikini #Babes
314960990;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.5398;;82511766;Severe Thunderstorm Warning for Benton, Carroll, Madison and Washington County until 8:30pm. #arwx
314960991;;finalized;20;8/24/13 0:12;Negative;0.5777;;82676148;Its #Cold N Herr ..
314960992;;finalized;20;8/24/13 0:52;Positive;0.3377;;80059190;Cool and rainy.  Solution: rum and cider at 8am! lol
314960993;;finalized;20;8/24/13 0:30;Negative;0.4908;;84050364; Its hot af outside.
314960994;;finalized;20;8/24/13 0:42;Positive;0.51;;82837785;Chamber of Commerce weather. It's a great week for networking!
314960995;;finalized;20;8/24/13 0:42;Negative;0.5463;;84310560;It's gonna rain in #SanFrancisco tmr. I need to get my #run in today so tmr will b my run rest day. #weather
314960996;;finalized;20;8/24/13 0:42;Positive;0.5201;;81214228; sunny again.. something is clearly afoot! you? #coffeeup
314960997;;finalized;20;8/24/13 0:29;Tweet not related to weather condition;0.5334;;82848494; The color of these #yellow #calcite faceted drops makes me smile!  Sunny!   #artFire #AFPounce  ...
314960998;;finalized;20;8/24/13 0:18;Positive;0.7488;;80052151;Umm jealous!!  Just checked the weather for Mexico..85 and sunny EVERYday :)
314960999;;finalized;20;8/24/13 0:50;Negative;0.596;;82672831;I wish i was wearing pants right now. Its chilly outside.
314961000;;finalized;20;8/24/13 0:19;Tweet not related to weather condition;0.6306;;81994547; my sisters pregnancy until I can finally hold that bundle of sunshine:)
314961001;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.8337;;82678213;"check out this song    ""hey Drake."""
"Whats up Gavn.""""";;;;;;;;;
"Your mom's hot.""""";;;;;;;;;
"DUD...""";;;;;;;;;
314961002;;finalized;20;8/24/13 0:35;Tweet not related to weather condition;0.7707;;84032685; Learn about online masters psychology degrees 
314961003;;finalized;20;8/24/13 1:10;Tweet not related to weather condition;0.5614;;82509298;Well, FB friends, it was nice to see you all come outta the woodwork...see you next Spam storm!
314961004;;finalized;20;8/24/13 0:44;Tweet not related to weather condition;0.5786;;80050917;Quartet of snowy owls finds new home at Beardsley Zoo: BRIDGEPORT
;;;;;;;;;
Associated Press;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
A quartet of snowy owls;" a... """;;;;;;;;
314961005;;finalized;20;8/24/13 0:28;Negative;0.6922;;84319703;What's going on with everyone on this rainy gloomy day? Me just getting ready to go to the grocery store.
314961006;;finalized;20;8/24/13 0:42;Negative;0.5904;;82849685;50 degrees and rainy. Guess there's no cookout.
314961007;;finalized;20;8/24/13 1:19;Negative;0.6853;;84304741; they got me goin out in this storm..riskin my life..just cause I can't afford to miss a day of class..smh!
314961008;;finalized;20;8/24/13 0:17;Neutral / author is just sharing information;0.8969;;83259537;#WEATHER:  7:53 pm : 79.0F. Feels F. 29.63% Humidity. 24.2MPH Southeast Wind.
314961009;;finalized;20;8/24/13 0:27;Neutral / author is just sharing information;0.6421;;82680470;Mostly sunny today, high 70 (21 C).
314961010;;finalized;20;8/24/13 0:42;Positive;0.6648;;81995718;  Sunshine! You lucky dog!
314961011;;finalized;20;8/24/13 0:36;Negative;0.7732;;82679835;I see it's still windy here in Vegas. Can't say I missed it. #fb
314961012;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.4627;;82512438;#NP Superstar 9000 feat. Stuey Rock - Thunderstorm by Superstar 9000.. - 
314961013;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.3822;;81993643; maybe the spring humidity, bones expanding
314961014;;finalized;20;8/24/13 0:11;Positive;0.5218;;80051992; next time u are in Paris & weather allows let's have a picnic
314961015;;finalized;20;8/24/13 0:55;Positive;0.7127;;82672977;The sunshine inspired our sun salutations this AM! Thank you Meg Faber & Flourish Yoga + wellbeing ~ Back Om Again... 
314961016;;finalized;20;8/24/13 1:12;Negative;0.3828;;82679677;How are you liking my outfit, my wife picked it out. It's a little chilly, I'll never let her do that again #Reds
314961017;;finalized;20;8/24/13 0:48;Positive;0.5589;;84321854;Oh well I went in the freezing ocean and loved every second of ittt
314961018;;finalized;20;8/24/13 0:36;Neutral / author is just sharing information;0.5853;;83271419;Lluvia/rain (Observemos El Tiempo/Weather Watchers):  
314961019;;finalized;20;8/24/13 0:51;Negative;0.6107;;81177780; moving is already such an unpleasant activity! Sorry about the weather! :(
314961020;;finalized;20;8/24/13 1:01;Tweet not related to weather condition;0.6561;;82844095;Mango snow ice  @ Twist (Snow Ice) /
314961021;;finalized;20;8/24/13 0:38;Positive;0.8013;;81994623;Its amazingly hot outside.. That means its time for the pool. Thank Goodness I look good in a 2 piece. :)
314961022;;finalized;20;8/24/13 0:10;Negative;0.6457;;82681805;40 & rainy is such a letdown after last week's weather :( Good day to move into a bigger bedroom though!
314961023;;finalized;20;8/24/13 0:41;Neutral / author is just sharing information;0.9192;;84308244;#ncwx Conditions for Durham, NC at 12:49 pm EDT: Current Conditions:
Partly Cloudy; 86 FForecast:;;;;;;;;
"Mon - Isolated Thunderstorms. High:...""";;;;;;;;;
314961024;;finalized;20;8/24/13 0:24;Neutral / author is just sharing information;0.8176;;80053613;Fair and 45 F at Butler County Automatic Weather Observing / Report, PA 
314961025;;finalized;20;8/24/13 0:55;Tweet not related to weather condition;0.5738;;79188556;I believe in various degrees of hatred, paranoia, and abandonment
314961026;;finalized;20;8/24/13 0:49;Neutral / author is just sharing information;0.6474;;80057335;its gonna be 90 degrees Tuesday and Wednesday
314961027;;finalized;20;8/24/13 0:28;Neutral / author is just sharing information;0.5371;;84313212;BLOG: Another Day, Another Round Of Thunderstorms 
314961028;;finalized;20;8/24/13 0:17;Positive;0.7366;;82852668;Today's weather has me dreaming of chocolate. Thankfully we carry some local favorites...  
314961029;;finalized;20;8/24/13 0:40;Tweet not related to weather condition;0.5201;;80051488;We recommend checking out Snow Plow Younginz 
314961030;;finalized;20;8/24/13 0:45;Negative;0.5294;;84318783;Man its so windy out here
314961031;;finalized;20;8/24/13 0:42;Neutral / author is just sharing information;0.4078;;81176506;Hi Dawn :)  you plz send some of your warm OK weather here. Brrrrr :D Hope you're having a gr8 Monday! DawnRachel13 
314961032;;finalized;20;8/24/13 0:32;Neutral / author is just sharing information;0.3058;;82679560;In need of a long nap & some sunshine.
314961033;;finalized;20;8/24/13 0:47;Neutral / author is just sharing information;0.4818;;83256440; It's a weather alert app that is usually $10.
314961034;;finalized;20;8/24/13 0:43;Negative;0.4137;;84321217; no shelters but keep close watch on weather :(( hugs
314961035;;finalized;20;8/24/13 0:32;Negative;0.707;;83270091;Humidity, why must you do such unorthodox things to my hair?
314961036;;finalized;20;8/24/13 0:10;Negative;0.7543;;82674219;Five months after the ice storm killed my sago palms I just realized that they're in pots and I could have moved them inside. Yup. #dumbass
314961037;;finalized;20;8/24/13 0:05;Negative;0.8739;;82853085;The bad news about warm weather, there seem to be more assault crimes. 
314961038;;finalized;20;8/24/13 0:17;Negative;0.5321;;81992349; SNOW!!!!!!  Where the heck are you?
314961039;;finalized;20;8/24/13 0:28;Neutral / author is just sharing information;0.8094;;80050144;#WEATHER: 10:53 pm : 49.0F. Feels 46F. 29.94% Humidity. 6.9MPH South Wind.
314961040;;finalized;20;8/24/13 0:51;Neutral / author is just sharing information;0.6058;;83258604;"The weather channel local on the 8s just said it was ""sunny"". LOL "
314961041;;finalized;20;8/24/13 0:49;Positive;0.6239;;82850521;Couldn't ask for a better forecast     
314961042;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.7001;;80057115;Getting my eat on at Red Lobster. Snow crab legs, lobster tail, shrimp and cheddar biscuits. Need extra workout day 2 burn off the cals.
314961043;;finalized;20;8/24/13 0:44;Negative;0.6123;;82679485; Insomnia and thunderstorms kept me up all night...So much fun...
314961044;;finalized;20;8/24/13 0:25;Positive;0.9702;;82513289;Today has been a pretty good day....smooth. good weather makes me wanna....nah I can't
314961045;;finalized;20;8/24/13 0:38;Neutral / author is just sharing information;0.3186;;84321802;Well, blake survived the weather!  Had to go with my gut on this one. This is a tough position to be in.  #TheVoice
314961046;;finalized;20;8/24/13 0:13;Positive;0.9189;;83268491;The sunshine makes me happy.
314961047;;finalized;20;8/24/13 0:27;Neutral / author is just sharing information;0.6141;;82850414;is it to cold outside to be wearing sandals ?
314961048;;finalized;20;8/24/13 0:38;Tweet not related to weather condition;0.7111;;80056866;"Check this out! Pretty hot!  -- EJ Carter ft. A. Jones - ""Good Weed, White Wine""  via "
314961049;;finalized;20;8/24/13 0:13;Negative;0.6766;;81993696;I left my a/c on last nite woke up freezzzinnggg! I dnt remember putn it on no dam 60 degrees... Smh
314961050;;finalized;20;8/24/13 1:12;Positive;0.4112;;83255142;Sounds delightful!   Can't wait to stroll on the beach and brain storm!
314961051;;finalized;20;8/24/13 0:48;Positive;0.8587;;84313039; Who's excited for TPC this weekend? Sunshine,  beach & golf - life is good!
314961052;;finalized;20;8/24/13 0:11;Positive;0.6817;;80060015;New book. Lemonade. 90 degree weather. #perfection
314961053;;finalized;20;8/24/13 0:31;Negative;0.4751;;84321911;soo I pressed my way out to bible study in this weather! truly a #sacrifice
314961054;;finalized;20;8/24/13 0:29;Negative;1;;82509602;guess ill go move my car...the weather jus fucked up my plans...once again
314961055;;finalized;20;8/24/13 0:38;Positive;0.8932;;81993807;Today is astonishingly beautiful. The sun is warm. The breeze is cool. There is just enough humidity to make your /
314961056;;finalized;20;8/24/13 0:38;Negative;0.8076;;82674902;sounds like the weather won't be so great this weekend surprise that is never a sure thing at any point #justsayin :D #Chicago
314961057;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.5331;;82510163; Word on the street is, it's going to snow later on today
314961058;;finalized;20;8/24/13 1:08;Neutral / author is just sharing information;0.8109;;83269935;#WEATHER:  4:56 pm : 70.0F. Feels F. 29.96% Humidity. 6.9MPH East Wind.
314961059;;finalized;20;8/24/13 0:49;Tweet not related to weather condition;0.6275;;84306146;Sitting in deepsea world with a mixed slush puppy and a scone. :)
314961060;;finalized;20;8/24/13 0:49;Positive;0.5261;;84049378;We brought the sunshine from LA... But we also brought the traffic! #SMUGGLERSTOUR 
314961061;;finalized;20;8/24/13 0:24;Negative;0.6148;;84305736;God it's been raining on and off...that's what you get for Michigan weather
314961062;;finalized;20;8/24/13 0:48;Positive;0.3651;;81176223; I share you optimism about warmer weather but the storms look quite impressive on radar.
314961063;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.5419;;83271996;Got a quick run in before day 3 of weather starts.
314961064;;finalized;20;8/24/13 0:25;Tweet not related to weather condition;0.2902;;83257037;I can clearly see the sunshine, but I'm steady walking thru the rain** Boosie
314961065;;finalized;20;8/24/13 0:50;Positive;0.3763;;81996542;Fun time celebrating my bday with my fam and some birthday cake yogurt  @ 32 Degrees!
314961066;;finalized;20;8/24/13 0:20;Negative;0.658;;82835535;Hanging around nothing else to do but frown rainy days and #mondays always get me down -The Carpenters
314961067;;finalized;20;8/24/13 0:45;Neutral / author is just sharing information;0.4295;;82510492;  #TeamYabaLeft where BB storm onli works inside rain
314961068;;finalized;20;8/24/13 0:42;Positive;0.3945;;81995666;Very cool.  6 photos of the storm rolling progressively in. 
314961069;;finalized;20;8/24/13 0:50;Neutral / author is just sharing information;0.8191;;82678736;#WEATHER:  1:54 pm : 53.0F. Feels 49F. 29.82% Humidity. 12.7MPH Northwest Wind.
314961070;;finalized;20;8/24/13 1:08;Positive;0.6419;;81991330;YES! I hope this rain turns into a Thunderstorm....wait, are my car windows up!?
314961071;;finalized;20;8/24/13 0:30;Tweet not related to weather condition;0.5123;;82676348; Wow! Snow Patrol are great but getting samey. Try this! What do u think?  
314961072;;finalized;20;8/24/13 0:50;Positive;0.4817;;80058172; Oh goodie...finally warm enough for the neighborhood banshees to be out in the streets cryin about who's turn it is to  ...
314961073;;finalized;20;8/24/13 0:48;Tweet not related to weather condition;0.7893;;81215580;#LISTEN Sunny Black - Lets Get It In.. - 
314961074;;finalized;20;8/24/13 0:32;Neutral / author is just sharing information;0.3984;;81990318;"""When will I see you again"" by the 3 degrees on the radio has precious moments in the lyrics, on a rainy afternoon #preciousmoments"
314961075;;finalized;20;8/24/13 0:21;Positive;0.4716;;80059451; We've had a lovely weather all week. It started turning today. Now, it's just weird!
314961076;;finalized;20;8/24/13 0:39;Tweet not related to weather condition;0.4979;;83270454;Dirt 3 arrives with more rally, new modes and snowy skies. 
314961077;;finalized;20;8/24/13 0:31;Tweet not related to weather condition;0.7411;;84311097;#NEWMUSIC Sunny Black - Lets Get It In -  #twitraxtuesday
314961078;;finalized;20;8/24/13 0:31;Negative;0.7846;;83255121;60 degrees. And its almost the end of may. Wisconsin... I hate you.
314961079;;finalized;20;8/24/13 0:26;Tweet not related to weather condition;0.7617;;81990635;Retired Cop Who Subdued Man Who Tried To Storm Cockpit Says Attack Seemed Planned: A retired San Mateo police... 
314961080;;finalized;20;8/24/13 0:38;Tweet not related to weather condition;0.7556;;84034447; check out dis video shit is hot song is crazy trust  ( )
314961081;;finalized;20;8/24/13 0:47;Positive;0.5133;;79196168; Oh.my.god. Sounds like a little bit of sunny Roses heaven!
314961082;;finalized;20;8/24/13 0:26;Neutral / author is just sharing information;0.8231;;83270696;Valley Center area is under a several thunderstorm watch until 10 p.m.
314961083;;finalized;20;8/24/13 0:43;Neutral / author is just sharing information;0.6224;;82681160;Pic: Check out the little T-storm that just popped up on radar south of the track. 
314961084;;finalized;20;8/24/13 0:39;Positive;0.3718;;83255486;Outside  waiting to see  & . It's freezing but worth it :-)!!!!
314961085;;finalized;20;8/24/13 0:29;Neutral / author is just sharing information;0.8608;;84051983;#WEATHER:  2:55 pm : 86.0F. Feels F. 30.06% Humidity. 4.6MPH Southeast Wind.
314961086;;finalized;20;8/24/13 0:48;Positive;0.6809;;83257650; Done with the rain and headed to the beach tomorrow.  Finally sunshine and sand!
314961087;;finalized;20;8/24/13 0:54;Negative;0.545;;82515898;No b-roll video will be shot until the weather warms up! Watching fans, drivers and crews in winter coats is not enjoyable TV.
314961088;;finalized;20;8/24/13 0:09;Negative;0.9167;;82673764;The weather is so gloomy and cold :(
314961089;;finalized;20;8/24/13 1:10;Negative;0.4131;;79195829;First and last time walking to a class on Friday in Cornell. Thanks to the snow. #ItsMay
314961090;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.4237;;82678499;Im riding the #HeatWave til the wheels melt off! lol #TeamHeat
314961091;;finalized;20;8/24/13 0:22;Negative;0.6927;;84050258;Its freezing in Boston hows the weather in Providence???
314961092;;finalized;20;8/24/13 1:19;Negative;0.7645;;84030784;Why did i wear this lil dress???? Im freezing in this airport. Damn.
314961093;;finalized;20;8/24/13 0:17;Negative;0.61;;84318962;May be a long night.  More bad weather to come, so please limit travel and listen to warning sirens or alerts on the radio & t.v.
314961094;;finalized;20;8/24/13 0:54;Neutral / author is just sharing information;0.5583;;82518022;Operation Heatwave Survey, May 21st, area centered around Fitzhugh and Live Oak. 
314961095;;finalized;20;8/24/13 0:38;Positive;0.7534;;84034785; After a cold and rainy week in Ohio Friday and Saturday have been soo beautiful outside
314961096;;finalized;20;8/24/13 0:53;Neutral / author is just sharing information;0.7503;;81992795;Video: Fox CT: Midday Weather | 5/11 
314961097;;finalized;20;8/24/13 0:55;Tweet not related to weather condition;0.5437;;80051904;Eewwww  member when I threw up pink in the snow o_O
314961098;;finalized;20;8/24/13 0:48;Neutral / author is just sharing information;0.9642;;81990952;"Tatum, NM @ 7:00 PM: Temp:86F(H 90/L 52), Hum: 8&#x25;, DewPt:17F, Wind: S at 18 G 40.0 mph, Rain:0.00 In. #weather"
314961099;;finalized;20;8/24/13 1:12;Tweet not related to weather condition;0.6877;;84049186;Don't get me wrong, I'm an All-Around great Gammer. I do great in pretty much every game, weather I own it or not.
314961100;;finalized;20;8/24/13 0:10;Tweet not related to weather condition;0.6727;;84311981;" Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10  ..."
314961101;;finalized;20;8/24/13 0:44;Neutral / author is just sharing information;0.7282;;84311760;Humidity could make temps feel like 101 today 
314961102;;finalized;20;8/24/13 0:20;Negative;0.3902;;84321613;Severe weather delays White Sox-Rangers  via 
314961103;;finalized;20;8/24/13 0:42;Negative;0.4695;;80050754;#bestdogever Crummy weather in WI. Perfect day for chilling with girl and K9. 
314961104;;finalized;20;8/24/13 0:48;Positive;0.6128;;82510452; I was laughing,  is running in fresh snow in Boulder and its gotta be in 90s here. Trail was awesome!
314961105;;finalized;20;8/24/13 0:25;Tweet not related to weather condition;0.5931;;81213374;" Jeri, here's your cute story for the day! ""Anchor saves ducklings from storm drain"" "
314961106;;finalized;20;8/24/13 0:22;Tweet not related to weather condition;0.81;;82516003;Check this video out -- John Stewart- Chilly Winds-The Turf Inn-2003  via 
314961107;;finalized;20;8/24/13 0:44;Negative;0.5433;;84048054;Freezing
314961108;;finalized;20;8/24/13 1:19;Tweet not related to weather condition;0.4142;;84047381;On my way to celebrate the homie 's graduation. 2 degrees. 1 woman. #motivation
314961109;;finalized;20;8/24/13 0:30;Tweet not related to weather condition;0.8054;;82676801; This weekend only! FREE SHIPPING at Yah Bag with coupon code SUNSHINE. Pass it on! #etsy
314961110;;finalized;20;8/24/13 0:40;Neutral / author is just sharing information;0.3481;;84312586; u like to swim when its cold outside....
314961111;;finalized;20;8/24/13 1:08;Neutral / author is just sharing information;0.9331;;81996080;#WEATHER:  8:52 pm : 63.0F. Feels 62F. 29.78% Humidity. 11.5MPH Southeast Wind.
314961112;;finalized;20;8/24/13 0:10;Tweet not related to weather condition;0.7583;;83255547;   Vote vote vote vote vote!!!!! 99jamz.com!!! Sunny Zoe!! !! Pls
314961113;;finalized;20;8/24/13 0:10;Neutral / author is just sharing information;0.6703;;81213766;New:: Tsunami warning EAS TSW on tv and weather radio /
314961114;;finalized;20;8/24/13 1:15;Positive;0.749;;82844697;enjoyed last night's lovely weather at Salento Wine Cafe in the Rice Village area. South American inspired & great wine selection. Approve.
314961115;;finalized;20;8/24/13 0:33;Tweet not related to weather condition;0.5602;;80058294;Jyeah    Yea Brah Brah...We ain't gon say names cuz Niggas already Snow
314961116;;finalized;20;8/24/13 0:32;Negative;0.3942;;84319654;A friend of mine named Judy and family are en route right thru the path of storm to KC. Prayers plz.
314961117;;finalized;20;8/24/13 0:35;Tweet not related to weather condition;0.2805;;82679850;wishing i was in sunny Florida watching  && the Orioles get this series win! #LEGGO
314961118;;finalized;20;8/24/13 0:50;Positive;0.5366;;83269981; sunny I love u
314961119;;finalized;20;8/24/13 0:28;Negative;0.6924;;81990891;My brother told me it.was hot out , so I came out in a tank , now I'm freezing
314961120;;finalized;20;8/24/13 0:11;Negative;0.9499;;83258702;Sports day was alright, weather was shit
314961121;;finalized;20;8/24/13 0:42;Tweet not related to weather condition;0.7639;;82679653;Sonic lemonberry slush = pure #amazingness
314961122;;finalized;20;8/24/13 0:34;Neutral / author is just sharing information;0.5481;;84306362;" it's ok ;o) hot out tho. but cloudy."
314961123;;finalized;20;8/24/13 0:42;Negative;0.8533;;80050625;Man the weather so shitty in the Chi.....summer needs to come on
314961124;;finalized;20;8/24/13 0:34;Tweet not related to weather condition;0.8479;;80057656; Yello! I love Snow Patrol, so this is right up my street. I'm love this song. 
314961125;;finalized;20;8/24/13 0:35;Positive;0.7481;;82852118;I kno everybody in AZ betta be outside enjoying this Good weather cuz I'm sure its gone be short lived smh
314961126;;finalized;20;8/24/13 0:27;Tweet not related to weather condition;0.6821;;84051181;Visit  & #NowPlaying on  Long Way To Fall by Malibu Storm
314961127;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.4141;;82839829;Hmmmm my voice is still crap thanks to this cold but I think I might do an audio tweet just to try it out.Anyone interested in hearing it?
314961128;;finalized;20;8/24/13 0:41;Tweet not related to weather condition;0.4913;;82676313; take chi- town by storm! I expect nothing less! and  you better be ready for me to visit!
314961129;;finalized;20;8/24/13 0:39;Negative;0.8778;;84314069;Its hot as a BITCH outside !
314961130;;finalized;20;8/24/13 0:51;Negative;0.7627;;82511191;My gosh! Its too hot outside... 
"""";;;;;;;;;
314961131;;finalized;20;8/24/13 0:50;Tweet not related to weather condition;0.479;;79190116;" ""Take care to bypass University so you don't collide w/ the sunshine & rainbows being unearthed by construction."""
314961132;;finalized;20;8/24/13 0:44;Tweet not related to weather condition;0.4257;;84034442;Sunshine linked to fatherhood | Parent Pages for parents, families ... 
314961133;;finalized;20;8/24/13 0:36;Positive;0.7606;;81991459;Damn well i'm glad the storm went right pass here
